"RecordType","ProposedWave","Module","Workspace","DiagnosticStatus","ModuleGate","CanonicalIssueId","Category","Severity","Priority","PriorityScore","Effort","IssueGateBlocked","CrossModule","Disposition","SourcePath","SourceSection","SourceItem"
"NonActionableObservation","","F01B","F01B-ai-agent-workflow-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01B-ai-agent-workflow-governance/issue.md","Deleted Or Rejected Candidates","OpenCode `runScript` shell injection: rejected. The helper uses a command string but no caller was found."
"NonActionableObservation","","F01B","F01B-ai-agent-workflow-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01B-ai-agent-workflow-governance/issue.md","Deleted Or Rejected Candidates","Serena pickle gives confirmed code execution: rejected. The tracked files are opaque pickle caches, but no repository-owned loader or automatic unpickle path was proved. Their generated/binary retention remains in PERF-001."
"NonActionableObservation","","F01B","F01B-ai-agent-workflow-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01B-ai-agent-workflow-governance/issue.md","Deleted Or Rejected Candidates","Task-name command injection into lifecycle hooks: rejected. Task data is passed through `TASK_JSON_PATH`; the executed command comes from trusted repository configuration. The remaining issue is the unbounded shell extension boundary."
"NonActionableObservation","","F01B","F01B-ai-agent-workflow-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01B-ai-agent-workflow-governance/issue.md","Deleted Or Rejected Candidates","Trellis channel workers are unbounded: rejected. Current configuration sets a five-minute idle timeout and six-worker limit."
"CanonicalConfirmedIssue","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","F01C-EXT-001","Extraction","Medium","P2","61","M","false","false","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Ranked Confirmed Issues","F01C-EXT-001 DOCX Generation Is Duplicated And Bound To One Workstation"
"CanonicalConfirmedIssue","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","F01C-PERF-001","Performance","High","P1","76","M","false","false","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Ranked Confirmed Issues","F01C-PERF-001 Executable Guidance Conflicts With The Canonical CCG Workflow"
"CanonicalConfirmedIssue","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","F01C-PERF-002","Performance","Medium","P2","69","M","false","F01A owns Git enrollment and history cleanup","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Ranked Confirmed Issues","F01C-PERF-002 Tracked Scratch Outputs Dominate The Documentation Module"
"CanonicalConfirmedIssue","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","F01C-SEC-001","Security","High","P1","79","M","false","F01B consumes generated CCG artifacts","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Ranked Confirmed Issues","F01C-SEC-001 CCG Self-Healing Mutates Persistent User State And Bypasses The Normal Permission Boundary"
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","`scratch/member_replay.mp4` contains PII: rejected. Static inventory cannot establish its visual content."
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","Every DOCX script should become one product: rejected. Only rendering, merging, path, and provenance mechanics form the proposed shared boundary."
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","Live secrets in F01C docs/tutorials: rejected. No usable secret value was confirmed."
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","README inadequacy as a standalone issue: merged into PERF-001's documentation lifecycle and discoverability problem."
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","Scratch logs contain credentials: rejected. Machine/tool/session metadata is present, but no credential value was proved."
"NonActionableObservation","","F01C","F01C-documentation-tooling-history","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01C-documentation-tooling-history/issue.md","Deleted Or Rejected Candidates","The generator scripts are 98% identical: rejected and corrected. The exact shared block is 49/49 identical lines; whole-file content differs."
"CanonicalConfirmedIssue","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","F01D-EXT-001","Extraction","High","P1","78","M","true","F01A enrollment/CI; F03A/F03B test content","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Ranked Confirmed Issues","F01D-EXT-001 The ToolUtility Test Container Cannot Form An Executable Provider Gate"
"CanonicalConfirmedIssue","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","F01D-PERF-001","Performance","Medium","P1","74","L","false","F01A plus B01/B02/B05/B07/F09/X01/X05Q test owners","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Ranked Confirmed Issues","F01D-PERF-001 Every ChurchReport Module Gate Uses One Host-Coupled Test Assembly"
"CanonicalConfirmedIssue","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","F01D-PERF-002","Performance","Low","P3","47","XS","false","F01A coverage workflow","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Ranked Confirmed Issues","F01D-PERF-002 ToolUtility Restores An Unused Second Coverage Integration"
"CanonicalConfirmedIssue","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","F01D-SEC-001","Security","Medium","P2","69","S","false","X01/X04B and package-edge owners","UNSCHEDULED_CANONICAL","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Ranked Confirmed Issues","F01D-SEC-001 The Shared Test Container Suppresses Every Package Downgrade Error"
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Centralize all test project package versions immediately: rejected as a current defect because all eight visible test projects are version-aligned; retain as a reusable harness candidate with owner-specific adoption."
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Host configuration copied to test output: rejected as confirmed; content is publish-only and no test output exists. X04A owns committed secret values."
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Product-specific test helpers are F01D fixtures: rejected by tested-subject ownership."
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Secret/environment leakage from shared fixtures: rejected; no fixtures, environment mutation, user-secrets provider, or mutable shared state found."
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Tautological sanity test: rejected as a defect; it is a minimal discovery/assertion smoke, not a product behavior gate."
"NonActionableObservation","","F01D","F01D-shared-test-harness-governance","APPROVED_DEGRADED","READY","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/F01D-shared-test-harness-governance/issue.md","Deleted Or Rejected Candidates","Test SDK 17.8.0 is incompatible with net10.0: rejected pending a controlled clean discovery baseline."
"CanonicalConfirmedIssue","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","X01-PERF-003","Performance","Medium","P2","66","M","true","all route consumers; callbacks include B05/F08/F09","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Ranked Confirmed Issues","X01-PERF-003 Legacy route table lacks a stable compatibility snapshot"
"NonActionableObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Deleted Or Rejected Candidates","X01-EXT-001 registration extension groups: defer until DI and host baselines exist; extraction alone is not a confirmed defect."
"NonActionableObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Deleted Or Rejected Candidates","X01-EXT-003 debug hosted-service extraction: defer unless X01-SEC-002 proves a shutdown or lifetime failure."
"NonActionableObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Deleted Or Rejected Candidates","X01-SEC-003 web-cache-deception guard: positive control supported by `StaticRequestPathHelperTests`; include it in the future baseline but do not rank it as a defect."
"RuntimeObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Runtime Validation Pending","X01-PERF-001 DI singleton and hosted-service resolution needs a baseline"
"RuntimeObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Runtime Validation Pending","X01-PERF-002 Kestrel and response-pipeline settings need load evidence"
"RuntimeObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Runtime Validation Pending","X01-SEC-001 Middleware/session/authentication order needs a host smoke"
"RuntimeObservation","","X01","X01-host-composition-routes-lifetimes","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X01-host-composition-routes-lifetimes/issue.md","Runtime Validation Pending","X01-SEC-002 Debug trace and GC monitoring need shutdown validation"
"CanonicalConfirmedIssue","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","X02A-EXT-001","Extraction","Medium","P2","65","M","true","B03/B06A/B01/B02","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Ranked Confirmed Issues","X02A-EXT-001 Shared `CacheKeys` mixes reusable primitives with business/group-specific key policy"
"CanonicalConfirmedIssue","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","X02A-PERF-001","Performance","High","P1","78","M","true","false","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Ranked Confirmed Issues","X02A-PERF-001 Cache has expiry but no hard capacity baseline"
"CanonicalConfirmedIssue","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","X02A-PERF-002","Performance","Medium","P2","62","M","true","false","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Ranked Confirmed Issues","X02A-PERF-002 Async cache misses can stampede per key"
"CanonicalConfirmedIssue","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","X02A-SEC-001","Security","Medium","P2","68","S","true","X02B consumer context only","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Ranked Confirmed Issues","X02A-SEC-001 Raw identity-bearing cache keys are logged"
"NonActionableObservation","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Deleted Or Rejected Candidates","`SmallGroupCacheManager` ownership by X02A: rejected. The map assigns it to B03 because it carries small-group-specific cache policy."
"NonActionableObservation","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Deleted Or Rejected Candidates","Logger provider masking implementation: rejected for X02A; belongs to X02B after X02A stops emitting raw keys."
"NonActionableObservation","","X02A","X02A-shared-cache-foundation","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02A-shared-cache-foundation/issue.md","Deleted Or Rejected Candidates","Profiling implementation changes: rejected for X02A; belongs to X02C."
"NonActionableObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Deleted Or Rejected Candidates","`ResetAudit()` unauthenticated mutation: rejected because class authorization and action anti-forgery protections apply in a DEBUG-only controller."
"NonActionableObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Deleted Or Rejected Candidates","X02B-EXT-003 legacy Trace internals: no action in X02B; X02Q owns legacy Trace context while X02B owns only the active host provider boundary."
"NonActionableObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Deleted Or Rejected Candidates","X02B-PERF-003 DEBUG-only `SessionMonitoringMiddleware`: no confirmed production cost because registration is under DEBUG composition."
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-EXT-001 X02B lacks executable operational contract tests"
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-EXT-002 Diagnostics performance response needs ownership validation"
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-PERF-001 Health memory threshold may diverge from deployment configuration"
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-PERF-002 FileLogger would serialize synchronous per-record file writes"
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-SEC-001 DEBUG diagnostics may expose sensitive session and identity detail"
"RuntimeObservation","","X02B","X02B-observability-health-logging","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","RUNTIME_VALIDATION_REQUIRED","docs/project-modular-diagnostics/X02B-observability-health-logging/issue.md","Runtime Validation Pending","X02B-SEC-002 Custom logger providers lack a proven redaction boundary"
"CanonicalConfirmedIssue","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","X02C-SEC-001","Security","Medium","P2","63","S","false","false","CLAUDE_REVIEW_PREREQUISITE","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Ranked Confirmed Issues","X02C-SEC-001 DEBUG performance endpoints expose operational profiling and reset controls without an explicit local/admin guard"
"NonActionableObservation","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Deleted Or Rejected Candidates","Cache performance monitor correctness: rejected from X02C scope because cache correctness and cache-specific monitor behavior belong outside this leaf except as dependency/consumer context."
"NonActionableObservation","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Deleted Or Rejected Candidates","CRM timing wrapper production overhead: rejected because the reviewed profiling classes are compiled under #if DEBUG and additionally gated by ProfilingSwitch.Enabled."
"NonActionableObservation","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Deleted Or Rejected Candidates","Performance monitor unbounded sample retention: rejected. PerformanceMonitor.cs:85-89 caps each metric list at 1000 samples by removing the oldest value."
"NonActionableObservation","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Deleted Or Rejected Candidates","Request profiling middleware path PII leak: rejected. PerfProfilingMiddleware prefers route templates and sanitizes GUID/numeric path segments before writing [Perf] lines."
"NonActionableObservation","","X02C","X02C-performance-profiling","DEGRADED_REVIEW_PENDING","BLOCKED","","","","","","","","","NON_ACTIONABLE_SOURCE_ONLY","docs/project-modular-diagnostics/X02C-performance-profiling/issue.md","Deleted Or Rejected Candidates","Startup profiler session leakage: rejected. StartupProfiler is DEBUG-only and records phase labels and elapsed milliseconds during startup, before request/session context exists."
"CanonicalConfirmedIssue","","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","X04A-EXT-001","Extraction","High","P1","79","M","true","X01 and X04B consume gates","DEPENDENCY_OR_BASELINE_PREREQUISITE","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Ranked Confirmed Issues","X04A-EXT-001 Extract reusable config secret scanner and startup validator"
"CanonicalConfirmedIssue","W2","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","X04A-PERF-001","Performance","High","P1","80","M","true","B05/B07/X05Q and utility consumers","WAVE_2_SELECTED","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Ranked Confirmed Issues","X04A-PERF-001 Multiple runtime paths bypass host configuration lifecycle"
"CanonicalConfirmedIssue","W2","X04A","X04A-runtime-configuration-secrets","APPROVED_DEGRADED","BLOCKED","X04A-SEC-001","Security","Critical","P0","92","M","true","false","WAVE_2_SELECTED","docs/project-modular-diagnostics/X04A-runtime-configuration-secrets/issue.md","Ranked Confirmed Issues","X04A-SEC-001 Committed runtime secrets in appsettings"
